time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
15481,1.04,-4.18,6.93,-33.32,-296.63,98.09
15482,1.13,-4.32,6.57,-31.35,-296.01,97.19
15483,1.04,-4.53,6.51,-29.37,-295.79,99.0
15484,0.89,-4.68,6.59,-27.21,-296.01,99.81
15485,0.62,-5.47,6.63,-24.9,-295.69,100.53
15487,0.49,-5.84,6.78,-22.43,-295.35,99.75
15488,0.27,-6.33,6.8,-19.64,-295.07,99.97
15489,-0.01,-6.68,7.03,-15.23,-295.35,98.94
15490,-0.3,-6.75,7.23,-9.59,-295.98,99.63
15491,-0.38,-6.94,7.62,-2.77,-297.23,99.16
15492,-0.5,-7.03,7.88,5.21,-298.7,100.44
15493,-1.18,-7.32,8.55,15.73,-301.23,101.16
15495,-1.5,-7.48,9.02,26.15,-304.61,101.13
15496,-1.86,-7.54,9.32,36.73,-308.49,101.29
15497,-2.17,-7.49,9.37,49.03,-312.5,101.04
15498,-2.34,-7.38,9.49,59.76,-316.35,100.85
15499,-2.42,-7.14,9.57,70.03,-319.95,101.0
15500,-2.51,-6.35,9.35,79.67,-323.02,100.5
15502,-2.59,-5.89,9.23,88.87,-326.52,100.32
15503,-2.58,-5.42,8.98,94.97,-329.56,99.41
15504,-2.65,-4.92,8.68,98.82,-331.5,99.03
15505,-2.68,-4.41,8.51,100.23,-332.97,97.03
15506,-2.76,-3.97,8.32,99.7,-333.85,96.15
15507,-2.77,-3.59,7.97,97.19,-333.75,96.56
15509,-2.91,-2.39,7.57,95.07,-334.66,95.62
15510,-2.78,-2.33,7.48,91.31,-335.97,94.02
15511,-2.95,-2.58,7.24,84.92,-335.6,91.55
15512,-3.18,-2.41,7.26,79.48,-334.85,87.98
15513,-3.51,-2.11,7.53,74.6,-335.19,86.26
15514,-3.82,-2.03,7.59,70.62,-335.85,84.57
15515,-4.17,-1.93,7.81,66.52,-336.79,82.54
15517,-4.38,-1.93,7.98,62.48,-337.79,81.26
15518,-4.72,-2.33,7.86,59.57,-338.51,79.22
15519,-5.01,-2.44,8.03,57.7,-339.45,76.78
15520,-5.19,-2.5,8.23,55.47,-340.76,74.18
15521,-5.33,-2.58,8.36,53.47,-342.11,72.3
15522,-5.71,-2.67,8.75,52.25,-343.7,70.27
15524,-5.88,-2.64,8.93,51.75,-345.46,68.08
15525,-5.95,-2.66,8.81,50.97,-347.3,65.79
15526,-6.08,-2.7,8.81,49.53,-348.71,64.04
15527,-6.27,-2.66,8.85,47.93,-350.18,62.35
15528,-6.45,-2.74,8.87,46.55,-351.53,60.47
15529,-6.53,-2.79,8.94,45.3,-352.94,58.72
15530,-6.6,-2.89,9.06,43.77,-354.6,56.59
15532,-6.74,-2.91,9.0,42.08,-355.75,54.84
15533,-6.78,-3.0,9.07,40.23,-356.63,53.09
15534,-6.79,-3.1,9.06,38.04,-357.69,51.18
15535,-6.9,-3.14,9.01,34.79,-358.04,49.8
15536,-7.35,-3.15,8.71,32.66,-358.35,49.05
15537,-7.23,-3.24,9.33,33.13,-360.14,47.77
15539,-7.19,-3.98,9.25,31.94,-362.73,45.01
15540,-7.39,-4.04,9.26,29.65,-363.23,42.51
15541,-7.6,-4.0,9.37,28.53,-363.7,41.23
15542,-7.7,-4.07,9.37,29.4,-363.92,40.1
15543,-7.93,-4.32,9.26,30.09,-364.52,38.91
15544,-8.18,-4.45,9.32,30.78,-365.68,38.13
15545,-8.57,-4.7,9.57,31.66,-366.93,37.16
15547,-8.64,-4.9,9.73,33.28,-368.84,35.94
15548,-8.68,-5.09,9.86,35.1,-369.9,34.65
15549,-8.78,-5.19,9.71,36.19,-371.0,33.78
15550,-8.97,-5.33,9.71,37.29,-371.56,33.12
15551,-9.11,-5.41,9.65,38.2,-372.53,32.49
15552,-9.32,-5.48,9.64,39.54,-373.44,31.87
15554,-9.45,-5.57,9.63,40.45,-374.0,30.99
15555,-9.68,-5.71,9.63,41.45,-374.85,30.58
15556,-9.82,-5.82,9.6,42.49,-375.25,30.27
15557,-9.99,-6.01,9.61,43.92,-375.91,29.9
15558,-10.1,-6.11,9.69,45.83,-376.25,29.3
15559,-10.21,-6.19,9.74,47.4,-376.94,28.71
15561,-9.87,-6.87,9.18,49.62,-377.16,27.92
15562,-10.36,-6.35,9.31,53.5,-378.01,28.08
15563,-11.0,-6.42,9.99,55.69,-378.26,27.77
15564,-11.96,-6.35,9.54,56.13,-377.57,27.67
15565,-11.91,-5.83,9.66,60.01,-379.57,27.39
15566,-10.93,-6.25,10.25,62.89,-381.95,25.86
15567,-10.74,-6.87,9.87,64.93,-382.73,24.01
15569,-10.79,-6.48,9.78,68.34,-382.17,22.98
15570,-10.77,-6.28,9.8,72.06,-381.51,22.92
15571,-10.95,-6.2,9.78,75.57,-380.67,22.45
15572,-11.22,-6.03,9.78,78.26,-381.11,21.82
15573,-11.28,-6.02,9.69,80.42,-381.29,21.16
15574,-11.46,-5.71,9.81,81.92,-381.92,20.1
15576,-11.4,-5.56,10.01,83.27,-382.36,18.82
15577,-11.37,-5.39,9.98,83.17,-381.67,17.38
15578,-11.44,-5.36,9.89,82.7,-382.11,16.28
15579,-11.54,-5.25,9.78,80.36,-381.04,15.69
15580,-12.04,-4.84,9.2,79.98,-379.98,15.53
15581,-11.84,-4.29,9.32,81.83,-381.01,14.75
15582,-11.18,-5.27,9.62,80.61,-382.45,12.43
15584,-11.29,-5.08,9.32,79.01,-381.73,10.02
15585,-11.24,-4.89,9.32,78.38,-380.1,8.55
15586,-11.5,-4.75,9.42,79.39,-379.01,7.52
15587,-12.17,-4.44,9.69,80.36,-378.29,6.27
15588,-12.48,-4.35,9.93,78.04,-377.41,5.8
15589,-12.9,-4.15,9.53,76.88,-376.63,5.73
15591,-12.21,-4.01,9.78,79.35,-378.51,4.79
15592,-11.88,-4.57,9.62,80.07,-379.73,3.01
15593,-11.95,-4.49,9.25,79.17,-378.98,1.29
15594,-12.14,-4.37,8.9,78.73,-376.91,0.16
15595,-12.18,-4.48,8.74,79.2,-375.13,-0.84
15596,-12.22,-4.34,8.7,79.92,-374.0,-1.37
15597,-12.3,-4.14,8.61,80.86,-373.25,-1.75
15599,-12.34,-4.12,8.54,81.8,-372.31,-2.09
15600,-12.44,-4.09,8.69,82.77,-371.25,-2.72
15601,-12.38,-3.98,8.59,83.49,-370.46,-3.53
15602,-12.23,-3.95,8.56,83.8,-368.99,-4.25
15603,-12.01,-4.0,8.32,84.02,-367.46,-4.69
15604,-12.51,-3.62,8.75,84.24,-366.27,-4.97
15606,-12.62,-3.42,8.93,84.11,-365.42,-5.28
15607,-12.65,-3.39,8.84,84.17,-364.05,-5.6
15608,-12.54,-3.41,8.86,84.33,-363.08,-6.0
15609,-12.42,-3.5,8.88,84.67,-362.23,-6.57
15610,-12.34,-3.42,8.89,84.55,-361.01,-7.0
15611,-12.34,-3.52,9.12,83.64,-359.7,-7.69
15613,-12.34,-3.53,9.25,83.11,-358.48,-8.48
15614,-12.2,-3.49,9.14,82.01,-356.44,-8.98
15615,-12.15,-3.5,8.91,81.23,-354.5,-9.48
15616,-12.5,-3.41,9.05,80.07,-353.22,-10.26
15617,-12.64,-3.12,9.36,78.41,-351.81,-10.26
15619,-12.68,-3.19,9.49,78.04,-351.18,-10.07
15620,-12.79,-2.98,9.5,78.1,-350.12,-10.1
15621,-12.73,-3.08,9.61,77.29,-348.31,-10.04
15622,-12.71,-3.33,9.47,77.04,-346.74,-10.45
15623,-12.49,-3.55,9.28,78.45,-345.21,-10.98
15624,-12.6,-3.52,9.37,79.98,-343.67,-11.26
15625,-12.57,-3.42,9.45,80.64,-342.05,-10.92
15627,-12.7,-3.29,9.44,81.36,-340.45,-10.51
15628,-13.02,-3.34,9.69,81.95,-339.23,-11.04
15629,-13.15,-3.37,10.02,80.82,-338.57,-11.64
15630,-12.83,-3.58,10.04,79.07,-337.88,-12.11
15631,-12.9,-3.39,10.25,80.29,-336.98,-12.2
15632,-13.18,-3.25,10.56,81.11,-336.1,-12.29
15634,-13.82,-3.1,10.42,77.79,-334.0,-11.61
15635,-14.46,-2.81,9.83,76.85,-332.22,-11.32
15636,-13.74,-2.74,10.54,79.64,-333.25,-11.35
15637,-13.34,-3.03,10.97,81.29,-333.97,-11.73
15638,-13.06,-3.34,10.96,80.7,-332.22,-12.39
15639,-13.24,-3.32,10.88,80.29,-329.75,-13.26
15640,-14.06,-3.24,11.15,81.98,-327.96,-14.08
15642,-14.43,-3.21,11.21,85.21,-327.74,-13.86
15643,-14.64,-3.17,11.23,87.4,-327.59,-13.39
15644,-14.64,-3.17,11.44,88.68,-327.49,-13.04
15645,-15.01,-2.81,11.76,90.62,-326.96,-13.04
15646,-15.47,-2.67,11.99,90.9,-326.58,-13.45
15648,-15.39,-2.81,12.37,89.43,-327.81,-13.55
15649,-15.82,-2.37,12.49,89.24,-328.24,-13.48
15650,-15.96,-2.57,12.43,88.84,-328.06,-13.76
15651,-16.17,-2.49,12.44,88.9,-327.99,-13.23
15652,-16.61,-2.25,12.24,89.09,-327.96,-12.92
15653,-16.39,-2.43,12.52,88.74,-328.56,-13.48
15655,-16.62,-2.29,12.56,89.12,-328.81,-14.05
15656,-16.46,-2.41,12.7,88.87,-329.46,-14.14
15657,-16.83,-2.1,12.63,86.58,-328.56,-13.23
15658,-17.75,-1.97,12.01,86.71,-328.37,-12.83
15659,-17.59,-1.61,12.53,88.59,-330.65,-12.26
15660,-16.91,-1.91,13.5,88.34,-331.97,-12.04
15662,-16.97,-2.05,13.55,87.27,-331.94,-12.86
15663,-17.27,-2.06,13.33,86.77,-331.75,-13.64
15664,-17.66,-2.04,13.4,85.86,-332.62,-13.42
15665,-17.79,-1.92,13.44,85.61,-332.66,-12.89
15666,-17.73,-1.94,12.98,85.86,-332.5,-12.61
15668,-18.17,-2.16,13.3,86.93,-332.81,-12.79
15669,-17.95,-2.41,13.64,86.52,-334.22,-12.79
15670,-18.1,-2.13,13.84,86.71,-335.19,-12.29
15671,-18.31,-2.09,13.92,87.43,-335.16,-11.76
15672,-18.66,-2.14,14.05,86.96,-335.79,-11.54
15673,-18.83,-2.21,14.19,86.05,-337.23,-11.2
15675,-18.8,-2.12,14.73,85.11,-339.35,-10.82
15676,-19.29,-2.27,14.51,80.51,-339.45,-9.63
15677,-20.23,-1.89,13.47,83.42,-340.61,-10.17
15678,-19.4,-1.86,14.41,88.9,-344.49,-10.23
15679,-18.54,-2.03,14.92,88.56,-345.55,-9.41
15680,-18.81,-2.48,14.4,87.62,-343.95,-9.29
15682,-19.38,-2.46,14.49,89.18,-343.23,-9.92
15683,-19.92,-2.31,14.62,91.34,-343.74,-9.7
15684,-19.84,-2.37,14.83,89.65,-345.36,-8.22
15685,-20.01,-2.15,14.74,88.09,-345.36,-6.63
15686,-20.87,-1.73,13.98,93.72,-347.46,-6.35
15687,-20.21,-1.94,14.6,96.69,-350.72,-6.47
15689,-19.92,-2.12,14.99,96.22,-351.25,-6.22
15690,-20.38,-2.09,14.92,94.78,-350.68,-6.0
15691,-20.57,-2.06,14.89,93.91,-352.12,-5.1
15692,-20.64,-2.09,14.59,94.53,-352.69,-4.03
15693,-20.9,-2.24,14.2,94.66,-352.69,-3.12
15694,-21.93,-1.84,14.14,95.66,-353.12,-1.62
15696,-21.96,-2.06,14.21,95.91,-354.16,-0.06
15697,-21.96,-2.12,14.59,93.88,-355.32,1.7
15698,-22.94,-1.65,14.19,92.78,-354.16,3.92
15699,-23.37,-1.51,13.63,97.22,-356.88,5.36
15700,-22.95,-1.56,14.51,99.38,-359.95,6.7
15701,-23.04,-2.23,13.42,97.48,-358.82,7.42
15703,-22.85,-2.04,13.25,95.88,-358.35,8.39
15704,-22.92,-1.89,12.98,96.79,-360.04,10.12
15705,-23.66,-1.74,12.73,97.6,-359.48,11.3
15706,-24.07,-1.73,12.53,97.07,-358.35,12.87
15707,-24.72,-1.28,12.32,96.54,-358.45,14.87
15708,-25.28,-0.94,12.33,96.07,-359.04,16.53
15709,-25.04,-1.06,12.46,94.38,-359.92,18.25
15711,-25.7,-0.58,11.88,93.78,-358.41,20.91
15712,-26.18,-0.08,11.05,97.6,-358.2,23.04
15713,-25.69,-0.68,11.12,97.6,-360.04,24.58
15714,-25.42,-1.23,10.43,94.69,-359.2,25.76
15715,-25.56,-1.02,9.89,96.07,-358.16,26.64
15716,-26.85,-0.25,9.89,99.89,-358.32,27.27
15718,-27.31,0.11,9.46,101.04,-358.2,29.18
15719,-27.47,0.23,9.02,100.51,-357.04,31.87
15720,-27.43,0.23,8.5,99.38,-356.6,34.09
15721,-27.33,0.17,8.18,97.41,-356.22,35.72
15722,-27.34,0.17,7.8,95.97,-355.63,37.03
15723,-27.44,0.18,7.28,96.22,-355.1,37.78
15724,-27.53,-0.1,6.45,98.07,-355.0,37.94
15726,-27.46,-0.3,5.78,99.54,-354.22,38.16
15727,-28.18,0.14,4.8,98.57,-350.68,40.22
15728,-28.61,0.58,4.39,94.91,-347.59,42.04
15729,-28.45,0.42,3.81,89.59,-344.86,43.85
15730,-28.0,0.38,2.98,83.83,-341.39,46.39
15731,-27.91,0.33,2.22,81.36,-337.48,47.45
15732,-28.24,-0.18,1.22,81.54,-334.28,46.92
15734,-28.22,-0.33,0.56,79.82,-331.37,47.89
15735,-28.0,-0.38,-0.01,75.6,-327.37,50.68
15736,-27.88,-0.67,-0.49,70.09,-322.55,53.43
15737,-27.62,-1.09,-0.65,66.87,-317.38,55.5
15738,-27.85,-1.3,-0.77,68.68,-313.72,57.19
15739,-27.82,-1.44,-1.06,71.69,-308.78,59.28
15741,-27.81,-2.0,-2.55,74.13,-301.86,62.13
15742,-27.92,-2.04,-3.88,79.01,-297.92,64.89
15743,-27.51,-2.74,-4.65,82.64,-296.63,66.58
15744,-27.29,-3.0,-5.1,82.83,-292.66,67.86
15745,-27.7,-2.88,-6.01,80.86,-284.05,70.39
15746,-27.96,-2.64,-7.37,78.67,-276.6,72.99
15748,-27.73,-2.82,-7.87,76.38,-269.81,75.15
15749,-27.54,-3.01,-8.35,73.09,-263.8,76.62
15750,-27.53,-3.26,-8.84,69.62,-256.7,78.53
15751,-27.63,-3.46,-8.9,65.55,-250.78,81.19
15752,-27.48,-3.93,-8.83,63.05,-245.96,83.16
15753,-27.76,-4.53,-10.25,63.33,-238.17,85.36
15755,-27.65,-4.97,-10.97,64.99,-228.87,88.05
15756,-27.3,-5.54,-11.59,66.37,-221.61,92.33
15757,-27.17,-6.11,-12.22,69.21,-215.38,96.9
15758,-27.09,-6.68,-12.67,77.1,-209.0,98.69
15759,-27.29,-7.27,-13.15,83.58,-202.05,101.6
15760,-27.22,-7.58,-13.7,87.96,-193.79,106.45
15762,-26.88,-7.73,-13.69,90.78,-187.0,109.7
15763,-26.64,-7.92,-13.75,93.0,-179.02,111.55
15764,-26.65,-7.91,-14.47,95.0,-171.41,112.93
15765,-27.13,-8.12,-15.39,94.69,-162.65,114.78
15766,-27.62,-8.44,-16.22,92.28,-154.38,116.31
15768,-27.42,-9.59,-16.94,89.37,-145.4,115.84
15769,-27.26,-10.51,-17.2,87.43,-136.14,112.55
15770,-27.47,-10.54,-17.43,85.27,-128.6,109.08
15771,-27.77,-10.06,-17.91,83.02,-121.15,108.61
15772,-28.23,-9.71,-18.75,86.05,-114.76,108.48
15773,-28.47,-8.67,-18.55,92.25,-112.13,109.24
15774,-28.93,-7.47,-19.1,94.06,-108.69,111.96
15776,-29.29,-7.69,-19.52,90.0,-101.49,114.65
15777,-29.52,-7.88,-19.82,86.8,-93.23,114.9
15778,-29.7,-7.61,-19.77,85.49,-85.72,114.62
15779,-29.63,-6.94,-19.54,84.64,-78.71,115.68
15780,-29.11,-5.99,-19.11,84.11,-72.54,117.03
15782,-29.0,-5.68,-19.04,84.14,-66.09,117.84
15783,-28.86,-5.44,-18.98,83.86,-59.24,118.09
15784,-28.47,-5.25,-18.42,84.11,-54.8,118.34
15785,-28.22,-5.35,-17.7,87.49,-51.32,116.75
15786,-28.04,-5.73,-17.79,90.68,-44.31,113.05
15787,-27.77,-5.48,-18.22,91.06,-36.52,110.33
15789,-26.97,-4.32,-17.51,90.37,-28.97,107.23
15790,-26.39,-4.09,-17.47,90.12,-21.87,102.44
15791,-25.77,-3.6,-17.4,87.21,-15.05,97.59
15792,-25.23,-3.01,-17.32,81.17,-8.16,94.21
15793,-24.73,-2.52,-17.51,73.47,0.16,88.2
15794,-23.88,-1.57,-17.09,64.93,7.96,82.48
15796,-23.42,-1.12,-16.88,53.41,16.31,76.62
15797,-23.03,-0.62,-16.52,39.51,24.95,70.86
15798,-22.52,-0.37,-16.17,22.96,34.78,64.1
15799,-22.12,-0.32,-15.9,7.53,43.98,57.59
15800,-21.75,-0.16,-15.7,-8.87,53.15,51.62
15801,-21.62,-0.15,-15.49,-25.15,62.26,45.86
15802,-20.92,-0.2,-14.38,-41.36,72.56,39.72
15804,-20.18,-0.25,-13.39,-55.07,80.88,35.15
15805,-15.03,1.72,-8.47,-62.93,85.83,37.41
15806,-2.31,7.52,-0.45,-31.0,89.14,44.61
15807,6.91,8.61,0.58,22.36,118.25,41.19
15808,5.85,-2.15,-4.22,48.15,177.9,16.75
15809,-5.56,-12.24,-11.62,34.79,223.16,-5.72
15811,-24.67,0.95,-17.03,1.42,229.58,-9.01
15812,-19.51,5.7,-10.91,-24.74,205.98,3.82
15813,-16.84,7.24,-5.93,-61.77,203.32,9.99
15814,-18.97,7.2,-3.51,-98.6,235.49,-3.53
15815,-23.09,6.35,-4.24,-126.59,265.38,-28.44
15816,-24.83,5.03,-6.35,-145.96,255.02,-45.97
15817,-17.22,6.11,-14.73,-159.04,214.43,-42.0
15819,-9.74,8.47,-19.55,-160.01,197.12,-19.9
15820,-0.78,9.95,-22.43,-145.11,207.76,8.46
15821,7.7,8.93,-22.87,-126.93,216.49,24.17
15822,14.13,4.89,-22.48,-114.29,218.78,27.96
15823,17.52,0.76,-22.13,-120.42,225.35,16.06
15824,18.72,-2.76,-22.69,-140.83,245.04,0.26
15825,15.49,-4.24,-22.85,-186.36,285.5,-18.9
15827,11.26,-4.77,-20.78,-254.09,330.39,-37.39
15828,6.42,-6.68,-15.93,-328.3,364.06,-57.99
15829,2.66,-6.63,-8.82,-391.58,386.06,-71.2
15830,0.99,-2.17,-0.09,-433.71,397.02,-66.72
15831,3.54,-3.99,15.13,-459.75,401.9,-56.3
15833,7.4,-6.97,20.73,-478.53,403.9,-47.32
15834,12.91,-9.84,24.82,-474.9,402.71,-38.52
15835,18.78,-12.27,27.03,-439.12,402.62,-29.57
15836,23.56,-13.74,27.13,-377.75,410.35,-18.71
15837,27.01,-16.23,26.2,-299.0,428.22,-10.48
15838,29.05,-20.37,24.0,-211.59,453.82,-11.04
15839,26.5,-22.72,20.04,-115.66,481.77,-13.67
15841,22.16,-22.49,18.86,-40.33,500.43,-15.39
15842,15.65,-19.84,18.45,18.54,511.29,-14.33
15843,7.52,-15.68,18.47,60.42,515.67,-13.08
15844,-1.27,-13.21,18.8,85.68,515.32,-20.43
15845,-8.96,-12.68,19.23,89.18,510.47,-41.78
15846,-20.1,-7.73,20.93,73.53,499.05,-65.12
15847,-23.88,-2.83,20.93,43.42,479.46,-80.12
15849,-27.19,-0.87,17.37,3.46,463.49,-85.28
15850,-30.59,-1.53,12.59,-49.59,461.96,-86.66
15851,-33.63,-2.5,8.34,-96.16,467.09,-87.13
15852,-36.29,-2.74,5.39,-134.97,469.57,-84.75
15853,-38.51,-3.03,2.85,-167.55,471.29,-77.58
15854,-41.36,-4.2,-1.21,-195.5,478.33,-63.22
15856,-42.38,-4.65,-1.51,-206.55,482.84,-46.28
15857,-43.2,-4.61,0.08,-204.23,478.61,-23.78
15858,-43.33,-4.89,2.79,-198.23,472.23,-0.53
15859,-43.23,-6.15,6.56,-195.19,467.44,25.48
15860,-42.2,-11.51,14.43,-189.02,463.75,44.04
15861,-40.88,-14.98,18.18,-171.47,456.98,54.12
15863,-39.73,-17.58,22.24,-143.58,442.34,57.38
15864,-38.94,-19.55,25.82,-107.78,420.27,57.34
15865,-38.07,-20.49,29.04,-73.69,398.58,55.94
15866,-37.04,-20.43,33.01,-38.04,372.98,54.43
15867,-35.74,-19.43,36.56,-1.33,346.25,53.93
15868,-32.66,-17.55,39.54,42.8,318.43,52.4
15870,-31.3,-16.93,39.02,85.68,293.36,49.58
15871,-29.91,-15.94,36.65,129.09,272.05,47.39
15872,-28.33,-14.89,34.11,168.99,253.89,45.92
15873,-26.55,-13.69,32.06,201.54,237.59,44.67
15874,-24.93,-12.13,29.12,227.67,222.75,42.35
15875,-22.96,-10.76,26.37,247.08,208.23,38.41
15876,-18.8,-7.51,20.98,258.72,195.05,34.03
15878,-17.01,-5.65,18.27,261.01,183.79,30.11
15879,-15.41,-3.86,15.51,253.93,177.43,27.36
15880,-13.81,-2.22,12.7,240.22,173.93,25.51
15881,-12.25,-0.67,10.06,223.45,172.96,23.48
15882,-10.23,0.25,7.65,204.11,174.8,20.79
15883,-8.33,1.07,5.58,182.92,179.12,19.1
15884,-4.74,2.65,2.77,160.41,185.63,18.25
15885,-3.0,2.94,2.22,135.81,194.24,16.84
15887,-1.53,3.36,2.22,112.22,203.38,14.53
15888,-0.53,3.91,2.2,91.22,213.27,11.81
15889,0.14,4.56,2.26,76.19,222.72,9.43
15890,0.37,5.5,2.76,66.58,229.64,7.71
15891,0.25,6.27,3.33,58.89,234.83,6.86
15892,-0.11,6.79,3.64,51.91,239.15,5.95
15893,-0.94,7.25,4.09,46.68,243.41,3.92
15894,-2.77,9.49,5.79,46.77,245.69,0.6
15896,-3.63,11.21,7.42,52.16,245.88,-3.44
15897,-5.97,12.87,8.14,54.57,244.72,-5.72
15898,-8.54,13.74,8.29,46.77,243.28,-7.94
15899,-9.87,13.82,9.2,36.29,239.53,-17.02
15900,-10.9,13.51,12.0,27.46,230.92,-31.35
15901,-14.85,17.86,15.56,20.48,242.38,-45.47
15902,-34.08,24.66,21.97,-0.8,269.36,-59.4
15904,-44.57,31.3,34.32,-50.72,284.44,-67.94
15905,-53.37,37.45,47.01,-117.73,263.91,-66.72
15906,-59.29,39.85,52.81,-174.85,216.56,-58.58
15907,-63.81,33.28,47.74,-230.43,167.61,-56.71
15908,-67.44,17.75,34.44,-287.71,133.4,-61.93
15909,-68.22,6.25,19.48,-327.7,107.17,-55.64
15910,-61.31,-6.71,5.21,-298.91,72.87,-36.33
15912,-53.0,-13.17,9.84,-168.4,15.81,-7.79
15913,-39.82,-14.35,10.84,-31.22,-19.24,31.84
15914,-25.59,-13.1,9.67,63.49,-20.81,82.19
15915,-12.75,-12.41,9.9,121.82,-8.04,129.36
15916,-1.85,-11.75,11.47,157.35,-4.06,152.77
15917,12.7,-9.19,10.65,181.85,-3.31,161.88
15918,15.32,-9.4,9.45,188.21,-0.74,158.75
15920,14.9,-10.95,8.74,177.19,3.14,144.01
15921,13.38,-13.06,6.72,150.09,11.49,119.06
15922,10.9,-16.24,3.8,113.09,26.7,83.73
15923,8.05,-18.55,1.98,71.59,41.13,41.13
15924,5.53,-18.13,2.03,32.66,49.71,3.73
15925,3.58,-13.3,3.64,10.62,49.36,-12.01
15926,0.29,1.83,11.07,6.56,43.73,-9.48
15927,-2.16,3.97,14.06,8.46,37.97,-5.38
15929,-4.52,5.41,16.22,8.0,32.31,-4.16
15930,-6.28,6.25,17.67,5.52,25.51,-4.03
15931,-7.94,5.59,16.76,4.96,18.0,-5.66
15932,-9.62,4.08,14.59,6.21,10.27,-10.42
15933,-11.09,3.27,13.01,5.62,3.32,-15.3
15934,-11.57,3.54,12.11,5.43,-2.5,-16.93
15935,-12.07,4.25,8.31,11.03,-4.97,-14.95
15937,-12.34,3.54,6.51,15.54,-3.25,-11.48
15938,-12.24,3.4,5.25,18.39,1.51,-6.69
15939,-11.18,3.69,5.01,22.67,6.08,-0.68
15940,-9.96,3.53,5.29,29.28,9.15,4.29
15941,-9.38,3.28,5.99,31.06,11.15,8.18
15942,-9.13,2.67,6.8,23.21,13.72,11.3
15943,-7.92,0.19,8.7,11.72,13.68,11.52
15945,-6.93,-0.71,9.75,5.24,9.46,9.4
15946,-6.02,-1.14,10.69,2.64,2.67,7.17
15947,-5.46,-1.72,11.14,0.73,-0.84,5.92
15948,-4.97,-2.07,11.36,1.42,-2.43,4.95
15949,-4.24,-2.32,11.55,4.9,-5.5,4.58
15950,-3.46,-2.64,11.75,9.4,-9.07,3.95
15951,-3.52,-2.51,11.14,14.79,-11.48,3.14
15953,-3.9,-2.14,10.52,22.17,-11.67,2.6
15954,-4.14,-1.72,10.1,27.99,-11.13,2.98
15955,-4.47,-1.32,9.72,32.22,-12.01,3.01
15956,-4.88,-0.87,9.41,36.79,-14.08,1.6
15957,-5.25,-0.13,9.01,42.45,-17.39,-0.21
15958,-5.5,0.84,9.14,44.83,-20.4,-1.28
15959,-5.35,2.12,8.8,38.32,-19.59,-0.56
15961,-5.61,2.58,8.2,30.47,-16.02,0.23
15962,-6.06,3.13,7.67,29.15,-12.04,-0.34
15963,-6.63,3.52,7.19,29.62,-8.6,-0.62
15964,-7.37,3.88,6.73,25.33,-5.13,0.85
15965,-7.69,4.28,6.68,18.76,-3.34,3.14
15966,-6.86,3.76,6.88,14.44,-4.0,3.73
15968,-6.07,3.22,7.22,11.69,-5.22,2.6
15969,-5.53,2.54,7.43,3.68,-4.22,1.29
15970,-5.32,2.09,7.4,-6.12,-0.27,0.76
15971,-5.01,1.89,7.7,-12.13,2.29,0.82
15972,-4.74,1.74,8.17,-13.41,1.51,0.63
15973,-4.52,1.35,8.42,-13.69,0.35,0.23
15974,-4.48,0.9,8.37,-14.1,0.48,-0.09
15975,-5.17,0.22,8.32,-12.22,2.14,-0.93
15977,-5.28,0.08,9.01,-4.46,-1.21,-2.9
15978,-4.71,-0.3,9.9,1.74,-9.07,-4.12
15979,-4.35,0.21,10.0,2.02,-10.85,-2.25
15980,-4.9,0.81,9.59,3.46,-7.25,0.69
15981,-5.75,1.27,9.02,9.43,-2.84,2.67
15982,-6.65,1.12,8.59,16.98,-1.9,3.1
15984,-6.64,1.17,8.61,20.01,-3.06,3.17
15985,-6.5,1.54,8.5,20.01,-3.65,3.92
15986,-6.51,1.71,8.54,18.29,-5.47,5.2
15987,-6.24,1.67,8.62,15.88,-6.88,6.52
15988,-5.88,1.3,8.35,13.53,-5.53,6.23
15989,-5.7,0.96,8.0,13.25,-3.59,4.98
15990,-4.99,1.15,8.87,13.41,-5.34,4.54
15992,-4.35,1.26,8.93,11.0,-7.66,5.58
15993,-4.05,1.26,8.56,8.37,-6.16,6.67
15994,-4.32,1.28,8.24,8.12,-2.9,6.42
15995,-4.86,1.23,7.94,8.56,0.41,6.02
15996,-5.33,1.23,7.79,8.0,2.95,6.27
15997,-5.68,1.09,8.05,7.71,3.48,5.89
15998,-5.53,1.01,8.4,8.31,2.54,5.26
15999,-4.97,0.95,8.79,9.72,0.54,4.89
16001,-4.82,1.09,8.91,10.56,-0.78,4.89
16002,-4.98,1.08,8.75,11.12,-0.78,4.36
16003,-5.15,1.31,8.48,13.82,-1.78,3.42
16004,-4.67,1.33,9.08,12.22,-5.41,3.01
16005,-3.69,1.41,10.07,7.02,-8.26,3.39
16006,-3.24,1.69,9.25,6.15,-4.94,3.36
16007,-5.76,2.0,6.64,10.22,2.76,2.2
16009,-7.24,2.29,6.28,11.66,8.46,1.88
16010,-7.69,2.47,6.66,8.43,9.46,2.17
16011,-7.03,2.61,7.51,5.52,6.11,1.98
16012,-5.92,2.41,8.33,2.58,1.73,1.04
16013,-5.06,1.93,8.77,-2.02,-0.59,0.44
16014,-4.52,1.6,8.94,-5.49,-0.99,-0.62
16015,-5.01,1.25,8.26,-6.97,0.48,-1.46
