time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
7819,-5.36,1.11,8.07,-0.3,0.16,0.1
7820,-5.45,1.02,8.21,-0.2,0.29,-0.09
7821,-5.35,1.09,8.14,-0.17,-0.09,-0.15
7822,-5.28,1.13,8.17,0.14,0.1,-0.06
7823,-5.31,1.1,8.14,-0.08,0.16,-0.09
7825,-5.31,1.15,8.1,-0.05,0.26,-0.12
7826,-5.34,1.09,8.14,-0.2,0.07,-0.02
7827,-5.35,1.14,8.13,-0.17,0.07,-0.02
7828,-5.39,1.1,8.14,-0.14,0.04,-0.12
7829,-5.37,1.12,8.19,-0.08,-0.12,0.07
7830,-5.38,1.09,8.18,-0.05,-0.12,-0.06
7831,-5.35,1.1,8.12,-0.14,-0.18,-0.24
7833,-5.34,1.07,8.15,0.01,0.13,-0.21
7834,-5.33,1.07,8.14,-0.17,0.01,-0.09
7835,-5.4,1.05,8.2,-0.05,0.16,-0.15
7836,-5.36,1.1,8.19,-0.27,0.19,-0.18
7837,-5.31,1.08,8.23,-0.14,0.1,-0.15
7838,-5.32,1.08,8.25,-0.02,0.16,-0.15
7839,-5.33,1.05,8.25,-0.2,-0.09,-0.15
7841,-5.37,1.05,8.15,-0.02,0.01,-0.09
7842,-5.38,1.11,8.14,-0.08,-0.12,0.07
7843,-5.33,1.09,8.19,0.14,0.16,-0.02
7844,-5.38,1.09,8.12,-0.05,-0.31,0.01
7845,-5.35,1.1,8.12,0.2,-0.12,0.07
7846,-5.32,1.12,8.18,0.2,0.45,-0.02
7847,-5.34,1.09,8.18,-0.3,0.13,0.07
7849,-5.35,1.11,8.16,-0.36,-0.02,-0.02
7850,-5.34,1.14,8.25,-0.3,0.1,-0.12
7851,-5.29,1.07,8.18,-0.24,-0.06,-0.21
7852,-5.33,1.07,8.16,-0.2,0.16,-0.21
7853,-5.36,1.06,8.13,-0.14,0.04,-0.09
7854,-5.37,1.04,8.13,0.05,0.16,-0.15
7856,-5.4,1.07,8.14,-0.49,0.1,-0.24
7857,-5.39,1.12,8.14,-0.3,0.32,-0.24
7858,-5.41,1.1,8.05,-0.24,0.35,-0.15
7859,-5.41,1.13,8.09,-0.08,0.19,0.16
7860,-5.36,1.06,8.14,-0.17,0.07,0.04
7861,-5.4,1.06,8.17,-0.24,-0.24,-0.09
7862,-5.37,1.04,8.16,-0.17,0.07,-0.21
7863,-5.39,1.06,8.11,-0.14,-0.02,-0.06
7865,-5.36,1.05,8.14,-0.05,-0.06,0.01
7866,-5.42,1.13,8.16,-0.17,0.01,-0.06
7867,-5.38,0.99,8.1,-0.3,-0.18,-0.09
7868,-5.4,1.01,8.17,-0.14,-0.15,0.01
7869,-5.38,1.02,8.21,-0.14,0.07,0.16
7870,-5.38,1.02,8.18,0.23,0.35,0.19
7872,-5.37,1.0,8.17,0.14,0.1,0.16
7873,-5.35,1.0,8.13,0.36,0.01,0.29
7874,-5.38,1.01,8.14,0.86,0.16,0.32
7875,-5.35,0.94,8.11,1.3,0.07,0.32
7876,-5.39,0.95,8.16,1.61,-0.21,0.23
7877,-5.4,0.98,8.18,2.24,-0.46,0.29
7878,-5.35,1.02,8.26,2.67,-0.09,0.48
7879,-5.41,0.99,8.32,2.67,-0.21,0.57
7880,-5.42,1.02,8.24,2.96,-0.37,0.48
7882,-5.36,1.11,8.16,2.64,-0.62,0.44
7883,-5.36,1.05,8.15,2.3,-0.49,0.38
7884,-5.37,1.12,8.03,1.8,-0.34,0.41
7885,-5.32,1.14,8.1,1.39,-0.34,0.48
7886,-5.29,1.09,8.11,1.33,-0.15,0.48
7887,-5.32,1.12,8.05,0.83,-0.4,0.26
7888,-5.34,1.14,8.04,0.92,-0.15,0.26
7890,-5.32,1.14,8.13,0.7,0.07,0.13
7891,-5.38,1.09,8.14,0.64,-0.02,0.01
7892,-5.39,1.15,8.11,0.7,0.16,-0.06
7893,-5.37,1.14,8.19,0.39,-0.27,0.16
7894,-5.39,1.09,8.2,0.48,-0.31,0.07
7895,-5.38,1.04,8.19,0.26,-0.24,0.07
7896,-5.35,1.09,8.22,0.11,-0.27,0.13
7897,-5.37,1.12,8.1,0.14,0.04,0.01
7899,-5.32,1.12,8.1,-0.11,0.01,-0.02
7900,-5.33,1.15,8.17,-0.24,-0.15,-0.09
7901,-5.38,1.12,8.13,-0.27,0.01,-0.12
7902,-5.37,1.13,8.08,-0.27,0.07,-0.09
7903,-5.32,1.12,8.11,-0.2,0.35,0.04
7904,-5.37,1.05,8.17,-0.52,0.04,-0.06
7905,-5.41,1.07,8.19,-0.39,0.01,-0.21
7907,-5.43,1.06,8.19,-0.27,0.07,-0.18
7908,-5.39,1.07,8.18,-0.17,-0.09,-0.06
7909,-5.39,1.06,8.2,-0.14,0.01,-0.12
7910,-5.37,1.04,8.23,-0.49,0.13,-0.31
7911,-5.35,1.05,8.17,-0.58,0.32,-0.31
7912,-5.39,1.05,8.15,-0.46,-0.09,-0.15
7913,-5.35,1.06,8.22,-0.36,-0.18,0.01
7915,-5.31,1.06,8.14,-0.52,-0.21,-0.31
7916,-5.33,1.04,8.16,-0.52,0.01,-0.24
7917,-5.38,1.09,8.19,-0.46,0.1,-0.18
7918,-5.39,1.09,8.19,-0.3,0.1,-0.18
7919,-5.4,1.11,8.27,-0.33,0.04,-0.06
7920,-5.34,1.07,8.28,-0.61,0.04,0.04
7922,-5.34,1.07,8.24,-0.3,0.01,-0.24
7923,-5.39,1.08,8.14,-0.36,-0.02,-0.12
7924,-5.33,1.09,8.18,-0.33,-0.09,-0.09
7925,-5.37,1.02,8.15,-0.27,0.13,-0.21
7926,-5.38,1.04,8.2,-0.36,-0.06,-0.12
7927,-5.36,1.07,8.16,-0.3,-0.06,-0.02
7928,-5.34,1.1,8.17,-0.2,-0.06,-0.09
7930,-5.4,1.12,8.18,0.05,-0.15,-0.09
7931,-5.36,1.05,8.12,0.05,-0.15,0.01
7932,-5.39,1.1,8.09,-0.02,-0.09,-0.06
7933,-5.34,1.12,8.15,-0.08,0.04,0.04
7934,-5.34,1.07,8.17,0.01,0.1,0.16
7935,-5.37,1.09,8.25,0.05,-0.06,-0.12
7936,-5.38,1.05,8.16,0.2,0.01,-0.15
7938,-5.38,1.05,8.15,0.14,0.16,-0.06
7939,-5.41,1.05,8.14,0.23,0.32,0.01
7940,-5.33,1.12,8.1,0.39,0.01,0.07
7941,-5.34,1.02,8.23,0.36,-0.18,0.01
7942,-5.4,1.05,8.27,0.23,-0.24,0.01
7943,-5.41,1.05,8.13,0.36,-0.24,0.01
7944,-5.4,1.08,8.15,0.17,-0.21,-0.06
7945,-5.37,1.06,8.13,0.05,-0.02,-0.02
7947,-5.4,1.1,8.12,0.01,-0.18,-0.09
7948,-5.36,1.1,8.15,0.2,-0.21,-0.09
7949,-5.37,1.12,8.12,0.08,-0.18,-0.09
7950,-5.37,1.14,8.16,-0.14,-0.4,-0.09
7951,-5.34,1.11,8.18,-0.17,-0.21,-0.06
7952,-5.38,1.15,8.15,-0.11,-0.15,-0.31
7954,-5.39,1.11,8.16,-0.52,-0.24,-0.28
7955,-5.38,1.14,8.2,-0.61,0.07,-0.28
7956,-5.39,1.09,8.12,-0.61,0.13,-0.34
7957,-5.39,1.07,8.1,-0.46,0.26,-0.37
7958,-5.34,1.13,8.15,-0.42,0.23,-0.21
7959,-5.25,1.11,8.17,-0.39,-0.06,-0.12
7960,-5.35,1.1,8.17,-0.27,-0.15,-0.12
7962,-5.41,1.05,8.17,-0.24,0.04,-0.18
7963,-5.42,1.1,8.12,-0.39,0.01,-0.21
7964,-5.36,1.04,8.23,-0.42,0.23,-0.24
7965,-5.35,1.07,8.18,-0.46,0.13,-0.24
7966,-5.32,1.12,8.14,-0.74,0.01,-0.28
7967,-5.45,1.09,8.16,-0.67,0.01,-0.21
7969,-5.41,1.07,8.14,-0.58,0.07,-0.12
7970,-5.36,1.11,8.23,-0.64,0.13,-0.18
7971,-5.4,1.03,8.21,-0.74,-0.06,-0.21
7972,-5.38,1.07,8.28,-0.55,0.01,0.01
7973,-5.33,1.0,8.26,-0.49,0.1,-0.12
7974,-5.38,1.08,8.18,-0.33,0.04,-0.18
7975,-5.44,1.1,8.16,-0.17,0.16,-0.18
7977,-5.47,1.1,8.13,-0.36,0.16,-0.12
7978,-5.35,1.1,8.07,-0.36,-0.15,0.01
7979,-5.42,1.06,8.15,-0.14,-0.21,0.23
7980,-5.38,1.04,8.17,-0.05,-0.12,0.13
7981,-5.42,1.09,8.18,0.05,-0.15,0.01
7982,-5.41,1.03,8.14,0.08,-0.09,0.1
7983,-5.42,0.99,8.14,0.01,-0.09,-0.02
7985,-5.4,1.03,8.23,0.2,-0.02,0.07
7986,-5.42,1.0,8.22,0.39,-0.18,0.16
7987,-5.41,1.07,8.16,0.7,-0.31,0.16
7988,-5.41,1.11,8.19,0.77,-0.06,0.07
7989,-5.44,1.13,8.25,0.89,-0.02,0.16
7990,-5.39,1.07,8.16,0.77,-0.31,0.23
7991,-5.36,1.05,8.18,0.77,-0.21,0.16
7992,-5.34,1.11,8.11,0.58,-0.21,0.1
7994,-5.35,1.1,8.22,0.33,-0.27,-0.02
7995,-5.41,1.09,8.19,0.26,-0.18,-0.06
7996,-5.36,1.09,8.02,0.2,-0.15,0.1
7997,-5.35,1.06,8.11,-0.08,-0.09,0.07
7998,-5.38,1.07,8.13,-0.27,-0.12,-0.06
7999,-5.44,1.18,8.04,-0.2,-0.02,0.01
8001,-5.37,1.16,8.03,-0.08,0.01,0.01
8002,-5.37,1.11,8.17,-0.17,-0.15,0.19
8003,-5.34,1.09,8.14,-0.17,-0.09,0.01
8004,-5.33,1.07,8.13,-0.3,-0.02,-0.12
8005,-5.35,1.07,8.21,-0.2,-0.06,-0.12
8006,-5.38,1.09,8.21,-0.02,-0.27,-0.12
8007,-5.36,1.08,8.2,-0.08,-0.34,0.01
8009,-5.4,1.13,8.08,-0.24,-0.12,0.04
8010,-5.4,1.05,8.11,-0.27,-0.15,-0.09
8011,-5.4,1.07,8.04,-0.24,-0.06,-0.15
8012,-5.36,1.08,8.14,-0.14,-0.12,-0.12
8013,-5.32,1.03,8.2,-0.17,-0.15,-0.09
8014,-5.4,1.07,8.26,-0.27,-0.02,-0.18
8015,-5.38,1.08,8.13,-0.33,-0.09,-0.18
8017,-5.38,1.14,8.16,-0.33,-0.15,-0.28
8018,-5.43,1.04,8.17,-0.33,-0.21,-0.21
8019,-5.4,1.11,8.11,-0.2,-0.12,-0.15
8020,-5.41,1.13,8.1,-0.11,-0.18,-0.15
8021,-5.39,1.13,8.14,-0.2,-0.18,-0.21
8022,-5.34,1.07,8.06,-0.14,-0.15,-0.24
8024,-5.35,1.07,8.07,-0.3,-0.15,-0.21
8025,-5.38,1.11,8.09,-0.14,-0.15,-0.18
8026,-5.37,1.16,8.15,-0.17,0.01,-0.34
8027,-5.36,1.08,8.11,-0.52,0.07,-0.34
8028,-5.39,1.1,8.17,-0.83,-0.12,-0.15
8029,-5.37,1.12,8.14,-0.74,-0.15,-0.02
8031,-5.37,1.15,8.22,-0.58,-0.12,-0.12
8032,-5.39,1.06,8.19,-0.71,-0.18,-0.31
8033,-5.36,1.06,8.11,-0.83,-0.15,-0.43
8034,-5.36,1.07,8.1,-0.67,-0.24,-0.43
8035,-5.38,1.07,8.13,-0.33,-0.24,-0.24
8036,-5.38,0.99,8.23,-0.17,-0.18,-0.28
8038,-5.35,0.96,8.28,0.08,-0.15,-0.34
8039,-5.39,1.06,8.23,0.2,-0.15,-0.31
8040,-5.43,1.14,8.12,0.01,-0.27,-0.28
8041,-5.4,1.12,8.14,-0.14,-0.27,-0.15
8042,-5.42,1.09,8.12,-0.33,0.04,-0.02
8043,-5.38,1.1,8.09,-0.42,-0.02,-0.18
8045,-5.36,1.09,8.13,-0.42,-0.24,-0.31
8046,-5.39,1.06,8.11,-0.42,-0.02,-0.28
8047,-5.34,1.02,8.17,-0.39,-0.02,-0.24
8048,-5.35,1.03,8.11,-0.46,0.04,-0.24
8049,-5.39,1.02,8.12,-0.58,-0.06,-0.18
8050,-5.38,1.01,8.16,-0.58,-0.12,-0.12
8052,-5.41,1.02,8.1,-0.58,-0.18,-0.28
8053,-5.43,1.06,8.15,-0.39,-0.24,-0.28
8054,-5.4,1.02,8.1,-0.36,-0.09,-0.21
8055,-5.4,1.09,8.16,-0.39,-0.12,-0.15
8056,-5.39,1.04,8.18,-0.46,-0.02,-0.15
8057,-5.41,1.04,8.27,-0.3,-0.18,-0.21
8059,-5.36,1.06,8.27,-0.27,-0.18,-0.18
8060,-5.43,1.09,8.18,-0.24,-0.24,-0.12
8061,-5.33,1.06,8.11,-0.14,-0.21,-0.09
8062,-5.42,1.1,8.18,-0.08,-0.06,-0.12
8063,-5.38,1.02,8.17,-0.08,-0.09,-0.18
8064,-5.38,1.03,8.17,0.08,-0.24,-0.15
8065,-5.37,1.11,8.16,0.08,-0.24,-0.18
8067,-5.34,1.12,8.16,0.01,-0.24,-0.15
8068,-5.32,1.16,8.11,0.08,-0.24,-0.15
8069,-5.38,1.14,8.12,-0.14,-0.21,-0.28
8070,-5.41,1.14,8.14,-0.42,-0.02,-0.24
8071,-5.36,1.11,8.11,-0.58,-0.09,-0.09
8072,-5.35,1.14,8.08,-0.58,-0.06,-0.18
8074,-5.32,1.12,8.11,-0.61,-0.12,-0.4
8075,-5.36,1.14,8.17,-0.58,-0.15,-0.28
8076,-5.38,1.06,8.08,-0.24,-0.21,-0.12
8077,-5.39,1.08,8.18,-0.27,0.1,-0.12
8078,-5.39,1.06,8.18,-0.27,0.04,-0.21
8079,-5.37,1.08,8.16,-0.27,-0.18,-0.34
8081,-5.4,1.05,8.17,-0.2,-0.34,-0.21
8082,-5.41,0.97,8.17,0.14,-0.18,-0.21
8083,-5.36,1.04,8.17,-0.24,-0.31,-0.24
8084,-5.39,1.06,8.16,-0.52,-0.18,-0.21
8085,-5.36,1.07,8.23,-0.61,-0.09,-0.31
8086,-5.32,1.01,8.28,-0.58,-0.27,-0.34
8087,-5.34,0.99,8.17,-0.46,-0.21,-0.24
8089,-5.39,1.09,8.11,-0.39,-0.21,-0.15
8090,-5.39,0.97,8.23,-0.24,-0.12,-0.24
8091,-5.36,1.02,8.17,-0.17,-0.06,-0.46
8092,-5.37,1.07,8.16,-0.17,-0.37,-0.21
8093,-5.37,1.08,8.2,-0.14,-0.18,-0.18
8094,-5.36,1.1,8.16,-0.42,-0.4,-0.18
8096,-5.34,1.08,8.27,-0.27,-0.46,-0.18
8097,-5.36,1.17,8.14,-0.2,-0.4,-0.28
8098,-5.3,1.05,8.16,-0.08,-0.15,-0.06
8099,-5.29,1.06,8.14,-0.08,0.07,-0.12
8100,-5.35,1.02,8.16,-0.02,-0.27,-0.15
8101,-5.33,1.04,8.23,-0.11,-0.12,-0.15
8103,-5.37,1.05,8.19,-0.14,-0.27,-0.15
8104,-5.38,1.07,8.19,-0.05,-0.15,-0.31
8105,-5.36,1.05,8.17,-0.24,-0.18,-0.24
8106,-5.42,1.07,8.22,-0.2,-0.34,-0.12
8107,-5.34,1.05,8.22,0.01,-0.12,-0.28
8108,-5.33,1.02,8.18,-0.17,-0.09,-0.12
8110,-5.34,1.08,8.21,-0.05,-0.27,-0.15
8111,-5.33,1.1,8.19,0.11,-0.27,-0.31
8112,-5.34,1.06,8.18,0.05,-0.24,-0.28
8113,-5.33,1.05,8.24,-0.08,0.1,-0.18
8114,-5.3,1.09,8.18,-0.17,-0.12,-0.02
8115,-5.37,1.13,8.19,-0.11,-0.24,-0.09
8117,-5.32,1.11,8.12,-0.24,-0.09,-0.21
8118,-5.36,1.14,8.09,-0.05,-0.02,-0.21
8119,-5.34,1.09,8.1,-0.3,-0.09,-0.09
8120,-5.36,1.13,8.2,-0.46,0.01,-0.12
8121,-5.37,1.08,8.16,-0.67,-0.21,-0.24
8122,-5.43,1.06,8.11,-0.39,-0.24,-0.12
8124,-5.31,1.09,8.22,-0.55,-0.15,-0.12
8125,-5.35,1.01,8.2,-0.52,0.1,-0.15
8126,-5.35,0.98,8.2,-0.52,-0.02,-0.09
8127,-5.39,1.03,8.21,-0.27,-0.18,-0.15
8128,-5.36,1.07,8.16,-0.2,-0.18,-0.31
8129,-5.39,1.01,8.18,-0.08,-0.24,-0.09
8130,-5.37,1.01,8.19,-0.02,-0.18,-0.12
8132,-5.34,1.07,8.19,0.23,-0.18,-0.12
8133,-5.3,1.02,8.21,0.26,-0.27,-0.12
8134,-5.37,1.1,8.08,-0.3,-0.4,-0.21
8135,-5.37,1.11,8.06,-0.24,-0.12,-0.24
8136,-5.37,1.09,8.13,-0.42,-0.12,-0.21
8137,-5.31,1.08,8.14,-0.3,-0.12,-0.15
8139,-5.32,1.07,8.1,-0.42,0.13,-0.09
8140,-5.33,1.05,8.13,-0.64,-0.06,-0.24
8141,-5.39,1.04,8.22,-0.2,-0.09,-0.24
8142,-5.4,1.06,8.17,-0.24,-0.37,-0.21
8143,-5.38,1.06,8.1,-0.14,-0.27,-0.28
8144,-5.32,1.07,8.18,-0.3,-0.15,-0.09
8145,-5.37,1.06,8.24,-0.17,-0.12,-0.21
8147,-5.42,1.08,8.2,-0.17,-0.18,-0.34
8148,-5.37,1.08,8.16,-0.27,-0.4,-0.24
8149,-5.39,1.07,8.15,-0.3,-0.02,-0.15
8150,-5.35,1.05,8.16,-0.71,-0.24,-0.09
8151,-5.34,1.04,8.18,-0.58,-0.24,-0.21
8152,-5.36,1.08,8.15,-0.42,-0.21,-0.34
8154,-5.37,1.07,8.21,-0.2,-0.18,-0.06
8155,-5.29,1.02,8.17,-0.14,0.01,-0.12
8156,-5.38,1.08,8.1,-0.14,-0.37,-0.34
8157,-5.4,1.04,8.09,-0.17,-0.24,-0.31
8158,-5.39,1.03,8.06,-0.39,-0.18,-0.12
8159,-5.4,1.05,8.09,-0.42,0.07,-0.06
8161,-5.4,1.08,8.13,-0.55,0.13,-0.09
8162,-5.37,1.08,8.18,-0.36,-0.15,-0.18
8163,-5.35,1.02,8.18,-0.39,-0.21,-0.24
8164,-5.36,1.08,8.22,-0.46,-0.31,-0.12
8165,-5.31,1.04,8.19,-0.3,-0.02,-0.18
8166,-5.31,0.99,8.18,-0.24,-0.27,-0.21
8168,-5.32,1.04,8.13,-0.08,-0.4,-0.24
8169,-5.34,1.0,8.17,-0.14,-0.06,-0.09
8170,-5.44,1.08,8.26,-0.2,-0.18,0.01
8171,-5.33,1.04,8.18,-0.3,-0.12,0.04
8172,-5.33,1.02,8.2,-0.3,-0.37,-0.09
8173,-5.41,1.07,8.24,0.05,-0.34,-0.12
8174,-5.38,1.1,8.13,-0.11,-0.4,-0.09
8176,-5.38,1.08,8.12,0.08,-0.34,-0.09
8177,-5.32,1.06,8.17,-0.14,-0.34,-0.06
8178,-5.35,1.09,8.12,-0.2,-0.12,-0.12
8179,-5.37,1.06,8.11,-0.39,-0.18,-0.18
8180,-5.35,1.1,8.15,-0.27,-0.24,-0.12
8181,-5.34,1.08,8.1,-0.14,-0.09,-0.12
8183,-5.29,1.04,8.15,-0.17,-0.4,-0.12
8184,-5.35,1.06,8.12,-0.17,-0.06,-0.15
8185,-5.36,1.07,8.16,-0.14,-0.18,0.01
8186,-5.35,1.09,8.13,-0.11,-0.12,-0.06
8187,-5.38,1.07,8.17,-0.17,-0.37,-0.15
8188,-5.38,1.08,8.21,-0.02,-0.31,-0.18
8190,-5.31,1.0,8.11,0.08,-0.34,-0.21
8191,-5.3,1.0,8.09,0.08,-0.09,-0.21
8192,-5.41,1.07,8.19,-0.17,-0.18,-0.15
8193,-5.4,1.04,8.15,-0.36,-0.34,-0.06
8194,-5.38,1.1,8.19,-0.42,-0.24,-0.06
8195,-5.41,1.04,8.2,-0.36,-0.18,-0.12
8196,-5.43,1.02,8.25,-0.2,-0.21,-0.21
8198,-5.37,1.01,8.1,-0.17,-0.18,-0.28
8199,-5.34,1.11,8.12,-0.27,-0.06,-0.24
8200,-5.4,1.06,8.14,-0.3,-0.02,-0.18
8201,-5.33,1.04,8.17,-0.24,-0.37,-0.18
8202,-5.32,1.09,8.17,-0.27,-0.43,-0.28
8203,-5.37,1.07,8.16,-0.39,-0.34,-0.12
8205,-5.42,1.01,8.11,-0.2,-0.15,-0.15
8206,-5.35,1.11,8.03,-0.14,-0.15,-0.24
8207,-5.32,1.04,8.11,-0.02,-0.15,-0.15
8208,-5.38,1.07,8.05,0.01,-0.21,-0.12
8209,-5.33,1.1,8.07,-0.02,-0.31,-0.12
8210,-5.35,1.06,8.14,0.08,-0.15,-0.24
8212,-5.31,1.01,8.17,-0.08,-0.09,-0.24
8213,-5.3,1.04,8.1,-0.17,-0.31,-0.02
8214,-5.32,1.08,8.13,-0.33,-0.31,-0.15
8215,-5.36,1.1,8.1,-0.71,-0.18,-0.28
8216,-5.35,1.08,8.1,-0.74,-0.12,-0.24
8217,-5.34,1.0,8.11,-0.61,-0.15,-0.37
8219,-5.3,1.05,8.14,-0.49,-0.06,-0.21
8220,-5.36,1.1,8.16,-0.36,-0.12,-0.21
8221,-5.32,1.05,8.23,-0.46,-0.15,-0.34
8222,-5.32,1.05,8.19,-0.27,-0.34,-0.4
8223,-5.27,1.01,8.17,-0.08,-0.24,-0.28
8224,-5.33,1.01,8.2,-0.17,-0.31,-0.24
8226,-5.4,1.02,8.23,-0.02,-0.09,-0.31
8227,-5.39,1.05,8.17,-0.11,-0.09,-0.21
8228,-5.44,1.06,8.17,-0.39,-0.12,-0.02
8229,-5.4,1.1,8.19,-0.39,0.01,-0.09
8230,-5.38,1.09,8.21,-0.39,-0.31,-0.21
8231,-5.38,1.05,8.2,-0.3,-0.27,-0.34
8233,-5.37,0.99,8.15,-0.2,-0.18,-0.34
8234,-5.34,1.05,8.21,-0.24,0.01,-0.31
8235,-5.41,0.99,8.22,-0.49,-0.15,-0.28
8236,-5.42,1.07,8.12,-0.36,-0.37,-0.24
8237,-5.34,1.04,8.09,-0.3,-0.31,-0.15
8238,-5.35,1.05,8.2,-0.14,-0.09,-0.12
8240,-5.36,1.09,8.23,-0.08,-0.06,-0.09
8241,-5.34,1.02,8.28,-0.17,-0.18,-0.21
8242,-5.36,1.01,8.16,-0.11,-0.27,-0.31
8243,-5.35,1.03,8.14,0.01,-0.27,-0.21
8244,-5.36,1.1,8.11,-0.11,-0.27,-0.15
8245,-5.32,1.09,8.14,-0.24,-0.27,-0.28
8246,-5.38,1.12,8.13,-0.39,-0.18,-0.21
8248,-5.35,1.12,8.15,-0.42,-0.27,-0.09
8249,-5.38,1.1,8.05,-0.42,-0.4,-0.21
8250,-5.34,1.07,8.24,-0.33,-0.21,-0.15
8251,-5.36,1.06,8.21,-0.2,-0.09,0.04
8252,-5.4,1.01,8.22,-0.02,-0.31,0.01
8253,-5.37,1.04,8.17,-0.08,-0.21,-0.15
8255,-5.37,1.0,8.1,-0.11,-0.02,-0.18
8256,-5.41,0.99,8.12,-0.11,-0.27,-0.15
8257,-5.35,1.03,8.18,-0.05,-0.27,-0.31
8258,-5.3,1.06,8.14,-0.08,-0.18,-0.43
8259,-5.33,1.1,8.21,-0.42,-0.15,-0.21
8260,-5.34,1.07,8.11,-0.27,-0.06,-0.09
8262,-5.36,1.1,8.11,-0.17,0.01,-0.18
8263,-5.38,1.07,8.14,-0.42,-0.06,-0.18
8264,-5.37,1.06,8.19,-0.58,-0.18,-0.24
8265,-5.32,1.03,8.22,-0.39,-0.02,-0.09
8266,-5.33,1.04,8.15,-0.3,-0.18,-0.18
8267,-5.4,1.02,8.25,-0.14,-0.27,-0.37
8269,-5.39,1.05,8.23,-0.05,-0.02,-0.34
8270,-5.35,1.08,8.16,-0.2,-0.21,-0.15
8271,-5.42,1.1,8.23,-0.2,-0.37,0.07
8272,-5.43,1.1,8.27,-0.02,-0.18,0.01
8273,-5.35,1.07,8.22,0.05,0.07,-0.12
8274,-5.31,1.06,8.21,-0.08,-0.15,-0.24
8275,-5.33,1.04,8.09,-0.39,-0.21,-0.21
8277,-5.35,1.11,8.05,-0.52,-0.12,-0.28
8278,-5.34,1.07,8.02,-0.71,0.04,-0.28
8279,-5.3,1.04,8.16,-0.61,-0.09,-0.24
8280,-5.38,1.01,8.13,-0.52,-0.27,-0.21
8281,-5.4,1.03,8.17,-0.3,-0.34,-0.28
8282,-5.38,1.12,8.26,-0.3,-0.21,-0.21
8284,-5.39,1.09,8.21,-0.42,-0.15,-0.15
8285,-5.38,1.06,8.12,-0.2,-0.15,-0.18
8286,-5.36,1.07,8.09,-0.2,-0.18,-0.18
8287,-5.36,1.06,8.13,-0.24,-0.4,-0.09
8288,-5.37,1.04,8.19,-0.3,-0.37,-0.06
8289,-5.35,1.07,8.13,-0.24,-0.21,-0.06
8291,-5.35,1.07,8.15,-0.14,-0.09,-0.15
8292,-5.42,1.12,8.17,-0.39,-0.21,-0.12
8293,-5.35,1.07,8.19,-0.46,-0.31,-0.21
8294,-5.31,1.06,8.21,-0.3,-0.15,-0.18
8295,-5.34,1.04,8.17,-0.33,-0.06,-0.28
8296,-5.35,1.02,8.21,-0.36,0.01,-0.21
8298,-5.39,0.99,8.14,-0.27,-0.21,-0.28
8299,-5.39,0.98,8.13,-0.11,-0.34,-0.24
8300,-5.39,1.06,8.11,-0.17,-0.24,-0.18
8301,-5.38,0.99,8.14,-0.08,-0.15,-0.24
8302,-5.37,1.02,8.2,-0.02,-0.34,-0.21
8303,-5.36,1.05,8.2,0.01,-0.46,-0.21
8305,-5.31,1.04,8.07,-0.2,-0.18,-0.24
8306,-5.36,1.03,8.14,-0.17,-0.12,-0.18
8307,-5.38,1.05,8.11,-0.2,-0.4,-0.02
8308,-5.42,1.07,8.22,-0.27,-0.4,-0.09
8309,-5.39,1.01,8.18,-0.3,-0.21,-0.34
8310,-5.38,0.97,8.13,-0.42,-0.06,-0.31
8312,-5.32,1.09,8.11,-0.42,-0.12,-0.06
8313,-5.35,1.08,8.14,-0.36,-0.21,-0.06
8314,-5.38,1.07,8.14,-0.33,-0.21,-0.28
8315,-5.38,1.07,8.17,-0.39,-0.31,-0.12
8316,-5.37,1.05,8.15,-0.46,-0.21,-0.15
8317,-5.38,1.05,8.19,-0.49,-0.15,-0.24
8319,-5.4,1.04,8.22,-0.27,-0.24,-0.28
8320,-5.41,1.04,8.22,-0.17,-0.43,-0.15
8321,-5.41,1.02,8.14,-0.05,-0.24,-0.12
8322,-5.35,1.03,8.12,0.05,-0.21,-0.21
8323,-5.34,1.03,8.09,0.08,-0.18,-0.12
8324,-5.36,1.1,8.19,-0.05,-0.37,-0.15
8325,-5.31,1.12,8.21,-0.02,-0.49,-0.31
8327,-5.34,1.14,8.14,0.01,-0.46,-0.31
8328,-5.41,1.07,8.17,-0.11,-0.18,-0.34
8329,-5.3,1.08,8.14,-0.55,-0.18,-0.28
8330,-5.28,1.1,8.17,-0.64,-0.34,-0.4
8331,-5.26,1.14,8.18,-0.67,-0.31,-0.46
8332,-5.36,1.04,8.14,-0.67,-0.24,-0.43
8334,-5.32,1.05,8.18,-0.77,-0.21,-0.43
8335,-5.26,1.06,8.2,-0.74,-0.12,-0.46
8336,-5.41,1.04,8.19,-0.52,-0.06,-0.28
8337,-5.4,1.03,8.24,-0.3,-0.15,-0.18
8338,-5.4,0.96,8.23,-0.17,-0.31,-0.12
8339,-5.36,0.99,8.29,-0.11,-0.31,-0.4
8341,-5.37,1.03,8.27,-0.24,-0.34,-0.31
8342,-5.41,1.06,8.19,-0.08,-0.31,-0.15
8343,-5.38,1.06,8.15,-0.17,-0.31,-0.37
8344,-5.31,1.12,8.18,-0.17,-0.37,-0.34
8345,-5.32,1.07,8.15,-0.3,-0.4,-0.37
8346,-5.37,1.03,8.1,-0.05,-0.31,-0.34
